Transaction_ID,Vendor_Name,Award_Amount,Award_Agency,Award_Date,Award_Type,Performance_Country,Performance_State,Log_Award_Amount,Award_Agency_Code,Award_Type_Code,Performance_Country_Code,Performance_State_Code
TRX01799,Grant-Allen,1637543.53,Department of Education,2024-02-18,Indefinite Delivery Contract,CAN,PA,14.308708440014927,2,2,0,7
TRX01800,Bell LLC,992064.78,Department of Health and Human Services,2022-11-30,Time-and-Materials Contract,CAN,OH,13.807544694552439,4,3,0,6
TRX01801,"Sutton, Martinez and Wilson",3331823.14,Department of Education,2023-10-17,Fixed-Price Contract,USA,MI,15.019030501764359,2,1,2,3
TRX01802,"Walker, Davis and Russell",4453176.53,Department of Transportation,2023-10-24,Indefinite Delivery Contract,MEX,CA,15.309128451014205,5,2,1,0
TRX01803,Lloyd Ltd,650087.17,Department of Transportation,2022-01-01,Cost-Reimbursement Contract,CAN,FL,13.384863278826558,5,0,0,1
TRX01804,"Blackburn, Mcguire and Morgan",2823112.77,Department of Agriculture,2021-10-05,Indefinite Delivery Contract,USA,CA,14.853351007521681,0,2,2,0
TRX01805,"Coleman, Hall and Wilkinson",4776902.78,Department of Agriculture,2022-10-18,Time-and-Materials Contract,CAN,OH,15.379303149820485,0,3,0,6
TRX01806,Zavala-Gregory,2156001.05,Department of Defense,2021-05-17,Cost-Reimbursement Contract,MEX,VA,14.583766161845451,1,0,1,9
TRX01807,"Cortez, Underwood and Murphy",1027567.42,NASA,2022-05-31,Indefinite Delivery Contract,CAN,NC,13.842705811943377,6,2,0,4
TRX01808,Kline-Wright,2406824.81,Department of Health and Human Services,2023-08-04,Time-and-Materials Contract,USA,NY,14.69381934605345,4,3,2,5
TRX01809,"Green, Fitzpatrick and Combs",829601.58,Department of Energy,2023-03-04,Time-and-Materials Contract,CAN,OH,13.628702045825117,3,3,0,6
TRX01810,"Garcia, Hubbard and Padilla",759398.85,Department of Education,2022-04-20,Time-and-Materials Contract,MEX,VA,13.540283729255458,2,3,1,9
TRX01811,Brown Inc,2430481.18,Department of Health and Human Services,2023-03-12,Time-and-Materials Contract,MEX,CA,14.703600223616043,4,3,1,0
TRX01812,Frederick and Sons,1628357.93,NASA,2023-01-15,Indefinite Delivery Contract,USA,TX,14.303083274217002,6,2,2,8
TRX01813,"Herman, Perkins and Tyler",2521373.21,Department of Transportation,2022-11-24,Indefinite Delivery Contract,MEX,OH,14.74031463228248,5,2,1,6
TRX01814,Espinoza LLC,2425389.22,Department of Energy,2022-06-16,Time-and-Materials Contract,CAN,MI,14.701502984872134,3,3,0,3
TRX01815,"Griffin, Yates and Wolf",2258799.49,Department of Agriculture,2022-02-05,Cost-Reimbursement Contract,MEX,CA,14.630344473710139,0,0,1,0
TRX01816,King-Meyer,4718317.83,Department of Transportation,2022-07-29,Cost-Reimbursement Contract,MEX,GA,15.366963114029799,5,0,1,2
TRX01817,Reilly-Anderson,1353555.72,NASA,2022-10-23,Fixed-Price Contract,CAN,MI,14.118246293327644,6,1,0,3
TRX01818,"Colon, Calderon and Ortega",1549468.23,Department of Energy,2022-08-08,Fixed-Price Contract,USA,TX,14.25342299799405,3,1,2,8
TRX01819,Beasley Ltd,505033.7,Department of Transportation,2021-08-13,Indefinite Delivery Contract,USA,OH,13.132382418768163,5,2,2,6
TRX01820,"Sutton, Smith and Parks",583724.78,Department of Agriculture,2021-05-03,Time-and-Materials Contract,CAN,GA,13.277186596740469,0,3,0,2
TRX01821,Fleming-Brown,3281569.35,Department of Energy,2021-09-04,Time-and-Materials Contract,MEX,NC,15.003832631032717,3,3,1,4
TRX01822,Simmons Ltd,1011416.31,Department of Agriculture,2023-07-18,Time-and-Materials Contract,CAN,FL,13.826863182371813,0,3,0,1
TRX01823,"Cook, Nunez and Lamb",1770882.03,Department of Agriculture,2022-05-15,Time-and-Materials Contract,MEX,CA,14.386988867152914,0,3,1,0
TRX01824,"Baker, Doyle and Cook",322228.21,Department of Agriculture,2023-02-21,Indefinite Delivery Contract,MEX,NY,12.683018403592238,0,2,1,5
TRX01825,"Robinson, Farley and Romero",1662161.1,Department of Defense,2022-02-08,Cost-Reimbursement Contract,MEX,CA,14.323629782734146,1,0,1,0
TRX01826,Andrews-Hernandez,2170013.81,Department of Health and Human Services,2023-11-18,Indefinite Delivery Contract,MEX,GA,14.590244550378145,4,2,1,2
TRX01827,Munoz-Weber,1307265.47,NASA,2023-06-14,Indefinite Delivery Contract,USA,GA,14.083448850938309,6,2,2,2
TRX01828,"Alexander, Smith and Carter",3842797.24,Department of Agriculture,2022-09-15,Cost-Reimbursement Contract,CAN,NY,15.16171136751824,0,0,0,5
TRX01829,"Coleman, Daniel and Gordon",3916702.44,Department of Energy,2023-01-14,Time-and-Materials Contract,CAN,MI,15.180760898778427,3,3,0,3
TRX01830,"Carpenter, Jones and Carlson",3388845.7,Department of Education,2021-03-10,Indefinite Delivery Contract,CAN,GA,15.0360002149836,2,2,0,2
TRX01831,"Castro, Thompson and Velazquez",1746462.43,Department of Transportation,2022-11-13,Fixed-Price Contract,CAN,NC,14.3731034039889,5,1,0,4
TRX01832,Gillespie and Sons,2549759.63,Department of Defense,2023-05-09,Cost-Reimbursement Contract,MEX,PA,14.751510042140254,1,0,1,7
TRX01833,Collins PLC,1851380.08,Department of Agriculture,2022-07-31,Indefinite Delivery Contract,USA,PA,14.431442448269523,0,2,2,7
TRX01834,Hoffman and Sons,4478112.39,Department of Agriculture,2022-09-04,Time-and-Materials Contract,MEX,CA,15.314712397392382,0,3,1,0
TRX01835,"Brewer, Tucker and Choi",2565894.33,Department of Agriculture,2023-08-22,Time-and-Materials Contract,CAN,NC,14.757818032211164,0,3,0,4
TRX01836,"Ruiz, Jones and Graves",33465.21,Department of Energy,2021-12-10,Cost-Reimbursement Contract,USA,PA,10.41829155206023,3,0,2,7
TRX01837,Mccann PLC,4595047.16,Department of Health and Human Services,2023-01-04,Fixed-Price Contract,MEX,OH,15.340489794674562,4,1,1,6
TRX01838,"Henson, Pittman and King",185368.7,Department of Defense,2023-08-01,Indefinite Delivery Contract,MEX,OH,12.130107488336973,1,2,1,6
TRX01839,Higgins-Peters,429392.37,Department of Transportation,2023-03-16,Cost-Reimbursement Contract,MEX,VA,12.970128724158572,5,0,1,9
TRX01840,Davis-Gillespie,4748347.06,Department of Education,2021-08-19,Fixed-Price Contract,USA,FL,15.373307338680329,2,1,2,1
TRX01841,Park-Lopez,255604.82,Department of Defense,2023-12-25,Time-and-Materials Contract,USA,FL,12.451391771179336,1,3,2,1
TRX01842,Carroll Group,698394.72,Department of Transportation,2021-08-09,Cost-Reimbursement Contract,CAN,MI,13.45654115519551,5,0,0,3
TRX01843,"Bailey, Sandoval and Johnson",3218601.46,Department of Agriculture,2023-09-20,Time-and-Materials Contract,MEX,FL,14.984457804673703,0,3,1,1
TRX01844,Holt Inc,3873093.85,Department of Agriculture,2021-07-19,Cost-Reimbursement Contract,USA,PA,15.169564448256398,0,0,2,7
TRX01845,"Ortiz, Williams and Cameron",4702304.93,NASA,2021-06-14,Time-and-Materials Contract,MEX,NC,15.363563569768232,6,3,1,4
TRX01846,"Moody, Logan and Perez",1566644.08,NASA,2021-07-19,Fixed-Price Contract,USA,PA,14.264446999193845,6,1,2,7
TRX01847,Scott-Simmons,3813342.1,NASA,2022-06-06,Cost-Reimbursement Contract,MEX,MI,15.154016816433348,6,0,1,3
TRX01848,Moore Ltd,80698.12,Department of Transportation,2022-09-29,Time-and-Materials Contract,MEX,NC,11.298482949613703,5,3,1,4
TRX01849,Owens LLC,1527228.79,Department of Agriculture,2023-04-26,Time-and-Materials Contract,MEX,FL,14.238966057489444,0,3,1,1
TRX01850,Anthony Ltd,2886273.43,Department of Agriculture,2021-09-25,Indefinite Delivery Contract,MEX,MI,14.875477103885267,0,2,1,3
TRX01851,Marquez-Wiggins,3788594.49,Department of Education,2022-08-31,Cost-Reimbursement Contract,CAN,NY,15.147505925262262,2,0,0,5
TRX01852,Payne-Patrick,1509971.83,Department of Health and Human Services,2021-10-22,Fixed-Price Contract,USA,CA,14.227602215251741,4,1,2,0
TRX01853,"Mcintyre, King and Cox",1404909.08,Department of Health and Human Services,2022-10-19,Cost-Reimbursement Contract,USA,NC,14.155483858701896,4,0,2,4
TRX01854,Fletcher PLC,708273.11,Department of Education,2021-01-27,Fixed-Price Contract,USA,NC,13.470586458765318,2,1,2,4
TRX01855,"Thompson, Walker and Sullivan",1568075.68,Department of Health and Human Services,2022-08-22,Indefinite Delivery Contract,CAN,NY,14.265360381757999,4,2,0,5
TRX01856,Osborne Ltd,3965254.63,Department of Transportation,2023-04-07,Indefinite Delivery Contract,USA,VA,15.193080882599613,5,2,2,9
TRX01857,Smith and Sons,3673115.7,Department of Health and Human Services,2023-11-20,Indefinite Delivery Contract,USA,NY,15.116551096690213,4,2,2,5
TRX01858,"Hughes, Smith and Cox",3374955.68,Department of Agriculture,2022-07-12,Time-and-Materials Contract,USA,NY,15.031893046650834,0,3,2,5
TRX01859,Fischer and Sons,4838422.74,Department of Energy,2021-01-27,Indefinite Delivery Contract,CAN,CA,15.392099552095948,3,2,0,0
TRX01860,"Kemp, Roberts and Chavez",3765280.37,NASA,2023-07-21,Fixed-Price Contract,USA,VA,15.141333149491484,6,1,2,9
TRX01861,Conway LLC,238245.67,NASA,2022-09-24,Indefinite Delivery Contract,MEX,NC,12.381061844503765,6,2,1,4
TRX01862,"Conway, Fitzpatrick and Rose",1396094.97,Department of Transportation,2021-11-01,Time-and-Materials Contract,MEX,VA,14.149190306359866,5,3,1,9
TRX01863,"Cannon, Garcia and Cortez",3813519.77,Department of Agriculture,2022-05-25,Fixed-Price Contract,USA,MI,15.154063407011876,0,1,2,3
TRX01864,"Madden, Castillo and Pollard",594599.2,Department of Agriculture,2023-05-17,Time-and-Materials Contract,MEX,TX,13.295644525906656,0,3,1,8
TRX01865,Martinez LLC,4999780.29,NASA,2021-10-23,Fixed-Price Contract,CAN,MI,15.424904727441666,6,1,0,3
TRX01866,Robinson PLC,2551893.07,Department of Defense,2023-12-05,Indefinite Delivery Contract,USA,FL,14.752346413964622,1,2,2,1
TRX01867,Kelley Ltd,3151059.98,Department of Transportation,2022-06-15,Fixed-Price Contract,USA,MI,14.963249773138633,5,1,2,3
TRX01868,Salas-Eaton,3100978.26,Department of Education,2024-02-11,Indefinite Delivery Contract,USA,OH,14.947228509895112,2,2,2,6
TRX01869,Cook-Gonzales,1641075.41,Department of Education,2021-08-10,Time-and-Materials Contract,MEX,FL,14.3108629320595,2,3,1,1
TRX01870,Stevens PLC,1094467.52,Department of Transportation,2023-12-14,Fixed-Price Contract,CAN,MI,13.905779433539644,5,1,0,3
TRX01871,"Dyer, Donaldson and Marquez",4105814.36,Department of Transportation,2024-02-16,Time-and-Materials Contract,MEX,GA,15.227914907210893,5,3,1,2
TRX01872,Peck-Allen,4375469.65,NASA,2022-09-08,Time-and-Materials Contract,CAN,PA,15.291524649130704,6,3,0,7
TRX01873,"Summers, Roberson and Long",4028046.31,Department of Energy,2021-02-12,Fixed-Price Contract,CAN,VA,15.208792278034634,3,1,0,9
TRX01874,"Price, Braun and Castaneda",180832.28,NASA,2022-03-09,Indefinite Delivery Contract,CAN,TX,12.105330780797724,6,2,0,8
TRX01875,"Johnson, Harper and Torres",4946656.16,Department of Defense,2024-01-10,Time-and-Materials Contract,CAN,NC,15.414222585200667,1,3,0,4
TRX01876,White Group,4296734.87,Department of Agriculture,2023-02-27,Cost-Reimbursement Contract,USA,CA,15.273366192401497,0,0,2,0
TRX01877,Hatfield-Lopez,4405149.16,Department of Agriculture,2023-05-17,Time-and-Materials Contract,USA,NY,15.29828490530717,0,3,2,5
TRX01878,Francis-Hernandez,2526386.44,NASA,2023-03-08,Indefinite Delivery Contract,USA,FL,14.742300950970206,6,2,2,1
TRX01879,Smith-Petersen,520738.23,Department of Energy,2022-03-20,Fixed-Price Contract,USA,PA,13.163004677200275,3,1,2,7
TRX01880,Johnson and Sons,938148.65,Department of Agriculture,2021-07-22,Cost-Reimbursement Contract,MEX,VA,13.751664756840784,0,0,1,9
TRX01881,Leonard-Crawford,611843.91,Department of Health and Human Services,2023-07-15,Indefinite Delivery Contract,CAN,NY,13.324234114346769,4,2,0,5
TRX01882,Jenkins and Sons,1212554.02,NASA,2023-06-24,Time-and-Materials Contract,CAN,TX,14.008240278083843,6,3,0,8
TRX01883,Phillips Group,407418.69,Department of Defense,2023-08-15,Cost-Reimbursement Contract,MEX,OH,12.917599112485686,1,0,1,6
TRX01884,Perry LLC,4607488.56,NASA,2023-10-13,Time-and-Materials Contract,MEX,PA,15.343193702652686,6,3,1,7
TRX01885,"Marshall, Jackson and Giles",3465064.8,Department of Health and Human Services,2021-06-09,Fixed-Price Contract,CAN,NY,15.058242180324825,4,1,0,5
TRX01886,"Joseph, James and Murphy",3762260.86,Department of Agriculture,2021-02-18,Indefinite Delivery Contract,MEX,NY,15.140530893012924,0,2,1,5
TRX01887,Jimenez and Sons,3416681.1,Department of Defense,2022-11-27,Time-and-Materials Contract,USA,PA,15.04418049194355,1,3,2,7
TRX01888,Glenn-Brown,3347614.25,Department of Agriculture,2022-06-16,Indefinite Delivery Contract,USA,NY,15.02375878463293,0,2,2,5
TRX01889,Wright PLC,354062.76,Department of Defense,2022-05-13,Indefinite Delivery Contract,CAN,VA,12.777232288891863,1,2,0,9
TRX01890,Ford Inc,3924053.78,Department of Agriculture,2023-10-27,Time-and-Materials Contract,MEX,NY,15.182636059814596,0,3,1,5
TRX01891,"Dean, Nelson and Phelps",2467830.91,Department of Energy,2021-02-22,Time-and-Materials Contract,USA,TX,14.718850553908396,3,3,2,8
TRX01892,Anderson and Sons,1494054.84,Department of Health and Human Services,2023-11-10,Indefinite Delivery Contract,MEX,FL,14.21700502014778,4,2,1,1
TRX01893,Conway PLC,4050973.28,Department of Health and Human Services,2021-11-11,Cost-Reimbursement Contract,CAN,NC,15.214467973115054,4,0,0,4
TRX01894,"Benton, Crawford and Singleton",3424756.33,Department of Agriculture,2022-07-07,Time-and-Materials Contract,CAN,CA,15.046541174613557,0,3,0,0
TRX01895,"Andrade, Macdonald and Gonzalez",2231720.82,Department of Education,2023-12-04,Cost-Reimbursement Contract,CAN,VA,14.61828396209956,2,0,0,9
TRX01896,Perry-Charles,1341556.38,Department of Health and Human Services,2023-02-06,Cost-Reimbursement Contract,MEX,VA,14.109341720948358,4,0,1,9
TRX01897,Davis-Stewart,3663570.58,Department of Agriculture,2022-08-10,Fixed-Price Contract,CAN,MI,15.113949071083786,0,1,0,3
TRX01898,Knight LLC,601302.93,Department of Energy,2022-09-30,Indefinite Delivery Contract,CAN,TX,13.306855792845317,3,2,0,8
TRX01899,"Gutierrez, Anderson and Watson",1448968.96,Department of Defense,2021-11-24,Time-and-Materials Contract,USA,NY,14.186363489548926,1,3,2,5
TRX01900,Patterson Ltd,3972169.64,Department of Transportation,2022-10-01,Cost-Reimbursement Contract,MEX,FL,15.194823263949491,5,0,1,1
TRX01901,Berry-Preston,4189606.59,Department of Education,2023-10-01,Fixed-Price Contract,CAN,PA,15.24811763357457,2,1,0,7
TRX01902,Montgomery-Anderson,3900591.13,Department of Education,2022-09-04,Indefinite Delivery Contract,USA,NC,15.176638927780267,2,2,2,4
TRX01903,Peterson and Sons,3762565.92,Department of Energy,2021-09-06,Cost-Reimbursement Contract,USA,NY,15.14061197392761,3,0,2,5
TRX01904,Osborn Ltd,523085.03,Department of Agriculture,2021-03-12,Indefinite Delivery Contract,CAN,VA,13.167501222827358,0,2,0,9
TRX01905,Fletcher-Williams,1859198.7,Department of Education,2024-03-27,Fixed-Price Contract,USA,CA,14.43565668427999,2,1,2,0
TRX01906,Nixon-Cook,3474764.98,Department of Defense,2022-07-10,Cost-Reimbursement Contract,CAN,NY,15.061037690828437,1,0,0,5
TRX01907,Johnston-Ramos,4538588.8,Department of Agriculture,2021-03-23,Time-and-Materials Contract,MEX,OH,15.328126905026071,0,3,1,6
TRX01908,Wall Group,698012.47,Department of Education,2023-07-12,Cost-Reimbursement Contract,USA,NY,13.455993679552575,2,0,2,5
TRX01909,"Nelson, Jones and Burton",849157.74,Department of Health and Human Services,2023-09-07,Indefinite Delivery Contract,USA,FL,13.652001420725533,4,2,2,1
TRX01910,Mcgee Group,3008862.38,Department of Defense,2023-08-07,Fixed-Price Contract,USA,TX,14.917072950792765,1,1,2,8
TRX01911,"Brewer, Williams and Reynolds",2890089.72,Department of Transportation,2021-07-10,Time-and-Materials Contract,CAN,MI,14.876798450599388,5,3,0,3
TRX01912,"Clark, Love and Anderson",75232.65,Department of Education,2023-05-29,Indefinite Delivery Contract,USA,VA,11.228353883255819,2,2,2,9
TRX01913,Miranda-Parker,1654719.28,Department of Transportation,2021-03-11,Cost-Reimbursement Contract,CAN,OH,14.319142537402898,5,0,0,6
TRX01914,Wall-Gordon,1500789.61,NASA,2022-09-23,Time-and-Materials Contract,MEX,NY,14.22150260055141,6,3,1,5
TRX01915,Smith-Norton,3672487.08,Department of Energy,2021-04-04,Fixed-Price Contract,CAN,GA,15.116379941279497,3,1,0,2
TRX01916,Robbins-Martinez,3357246.38,NASA,2022-02-28,Indefinite Delivery Contract,CAN,FL,15.026631964042492,6,2,0,1
TRX01917,"Bryan, Patrick and Mann",4588139.27,Department of Education,2023-09-13,Time-and-Materials Contract,CAN,NC,15.338985329998572,2,3,0,4
TRX01918,Mercado-Dawson,2843466.9,Department of Transportation,2023-05-14,Cost-Reimbursement Contract,MEX,CA,14.860534956760752,5,0,1,0
TRX01919,"Mueller, Smith and Contreras",2426030.77,Department of Education,2022-01-25,Fixed-Price Contract,CAN,FL,14.701767464031054,2,1,0,1
TRX01920,"Allen, Young and Fletcher",2115730.99,Department of Defense,2023-07-26,Time-and-Materials Contract,MEX,OH,14.564911405148255,1,3,1,6
TRX01921,Parks-Carr,4578102.11,Department of Transportation,2023-10-16,Cost-Reimbursement Contract,MEX,NC,15.33679530217679,5,0,1,4
TRX01922,Cisneros-Clark,1376113.46,Department of Education,2021-07-08,Time-and-Materials Contract,USA,NY,14.134774477155435,2,3,2,5
TRX01923,Carter-Phillips,3254036.5,Department of Health and Human Services,2021-07-28,Fixed-Price Contract,MEX,MI,14.995407090972527,4,1,1,3
TRX01924,Anderson-Dean,4302618.38,Department of Education,2023-10-13,Cost-Reimbursement Contract,USA,TX,15.274734553341819,2,0,2,8
TRX01925,"Jones, Hernandez and Pierce",3809370.36,Department of Energy,2021-10-14,Indefinite Delivery Contract,USA,PA,15.152974736113991,3,2,2,7
TRX01926,"Carter, Sanchez and Young",1790123.51,Department of Education,2022-05-14,Fixed-Price Contract,MEX,FL,14.397795734057064,2,1,1,1
TRX01927,Nunez-Flowers,3969099.63,Department of Defense,2021-02-04,Cost-Reimbursement Contract,CAN,GA,15.194050085437244,1,0,0,2
TRX01928,Whitehead and Sons,1589734.33,NASA,2022-11-04,Fixed-Price Contract,MEX,CA,14.27907810122106,6,1,1,0
TRX01929,"Young, Kelly and Woodward",4366458.15,Department of Energy,2021-06-16,Fixed-Price Contract,USA,VA,15.289462975473258,3,1,2,9
TRX01930,Farmer Ltd,3571051.93,Department of Agriculture,2023-11-12,Time-and-Materials Contract,USA,FL,15.0883710486454,0,3,2,1
TRX01931,Gaines and Sons,1381646.83,Department of Education,2023-02-24,Time-and-Materials Contract,CAN,TX,14.138787424497364,2,3,0,8
TRX01932,"Smith, Jacobs and Davidson",2140466.2,Department of Health and Human Services,2021-10-09,Fixed-Price Contract,MEX,MI,14.57653468092719,4,1,1,3
TRX01933,Henderson Inc,2045712.03,Department of Transportation,2022-07-08,Indefinite Delivery Contract,CAN,OH,14.531256956614456,5,2,0,6
TRX01934,Ellis Inc,1953783.67,Department of Energy,2023-03-16,Cost-Reimbursement Contract,MEX,CA,14.485278905921861,3,0,1,0
TRX01935,Hall and Sons,233441.97,Department of Education,2022-12-28,Fixed-Price Contract,USA,OH,12.360693086430992,2,1,2,6
TRX01936,"Arnold, Wyatt and Wallace",2134236.94,Department of Education,2024-01-17,Time-and-Materials Contract,MEX,FL,14.57362020415962,2,3,1,1
TRX01937,Marquez-Hernandez,1606448.57,NASA,2023-02-13,Indefinite Delivery Contract,CAN,PA,14.289537065822179,6,2,0,7
TRX01938,Thomas PLC,3000307.82,Department of Energy,2022-08-22,Fixed-Price Contract,MEX,PA,14.914225781334425,3,1,1,7
TRX01939,"Ellis, Hutchinson and Fuller",2589710.8,Department of Defense,2021-04-27,Indefinite Delivery Contract,USA,FL,14.76705715335302,1,2,2,1
TRX01940,Cook-White,4616891.46,Department of Agriculture,2022-03-27,Indefinite Delivery Contract,CAN,TX,15.34523240903679,0,2,0,8
TRX01941,"Cain, Matthews and Thompson",2987971.7,Department of Transportation,2021-10-18,Indefinite Delivery Contract,CAN,OH,14.910105688646922,5,2,0,6
TRX01942,Smith-Martinez,2295427.05,Department of Agriculture,2022-09-30,Fixed-Price Contract,USA,PA,14.6464298982464,0,1,2,7
TRX01943,Martinez Group,70777.44,Department of Education,2021-01-18,Cost-Reimbursement Contract,MEX,VA,11.167309713532239,2,0,1,9
TRX01944,Black Group,685216.73,Department of Education,2022-11-18,Cost-Reimbursement Contract,CAN,PA,13.437491920754075,2,0,0,7
TRX01945,Baldwin Ltd,2448209.52,NASA,2023-05-28,Cost-Reimbursement Contract,MEX,GA,14.710867915648873,6,0,1,2
TRX01946,Vasquez PLC,3407357.1,NASA,2023-04-01,Time-and-Materials Contract,CAN,OH,15.041447798252111,6,3,0,6
TRX01947,"Martin, Williams and Holland",1351305.25,Department of Energy,2023-09-09,Time-and-Materials Contract,USA,MI,14.116582275191238,3,3,2,3
TRX01948,"Smith, Martin and Schmidt",2871799.66,Department of Defense,2022-06-19,Fixed-Price Contract,MEX,VA,14.870449798663405,1,1,1,9
TRX01949,Lyons-Mendez,4105648.17,Department of Defense,2021-06-04,Cost-Reimbursement Contract,CAN,CA,15.227874429656758,1,0,0,0
TRX01950,Todd and Sons,3323107.09,Department of Defense,2022-03-30,Fixed-Price Contract,MEX,MI,15.016411074644004,1,1,1,3
TRX01951,Ferguson Inc,2308415.63,NASA,2022-01-15,Cost-Reimbursement Contract,USA,CA,14.652072405917067,6,0,2,0
TRX01952,Holmes-Wong,804279.29,Department of Health and Human Services,2023-10-17,Cost-Reimbursement Contract,USA,OH,13.597703106810464,4,0,2,6
TRX01953,Roberts-Whitehead,1872069.88,Department of Agriculture,2023-12-08,Time-and-Materials Contract,USA,GA,14.442555798550742,0,3,2,2
TRX01954,Herrera Ltd,1859899.06,Department of Education,2024-01-29,Time-and-Materials Contract,CAN,MI,14.436033313063017,2,3,0,3
TRX01955,"Johnson, Schmidt and Hoffman",2691236.74,Department of Education,2022-12-05,Time-and-Materials Contract,CAN,GA,14.805511772146385,2,3,0,2
TRX01956,Campbell-Randolph,805878.65,Department of Agriculture,2023-09-07,Time-and-Materials Contract,CAN,MI,13.599689692721913,0,3,0,3
TRX01957,Huynh Group,4995023.85,Department of Defense,2021-10-08,Fixed-Price Contract,MEX,MI,15.423952945027391,1,1,1,3
TRX01958,Castaneda-Garcia,232050.51,Department of Education,2022-09-10,Indefinite Delivery Contract,USA,VA,12.354714651866422,2,2,2,9
TRX01959,Brown-Jensen,2230731.54,Department of Transportation,2022-06-24,Time-and-Materials Contract,MEX,VA,14.617840582767741,5,3,1,9
TRX01960,Clark-Schaefer,1933821.49,Department of Transportation,2022-09-04,Cost-Reimbursement Contract,MEX,PA,14.475009166915347,5,0,1,7
TRX01961,"Bender, Sparks and Wright",3851429.12,Department of Energy,2021-04-04,Indefinite Delivery Contract,CAN,MI,15.163955097030138,3,2,0,3
TRX01962,Yu-English,2894262.11,Department of Energy,2023-12-09,Time-and-Materials Contract,CAN,VA,14.878241097728615,3,3,0,9
TRX01963,Hendrix-Simpson,4774841.17,Department of Education,2021-07-16,Cost-Reimbursement Contract,MEX,NY,15.37887147794755,2,0,1,5
TRX01964,"Hill, Bailey and Brooks",1624296.76,NASA,2021-12-03,Cost-Reimbursement Contract,MEX,OH,14.300586132650944,6,0,1,6
TRX01965,"Delacruz, Diaz and Montes",47630.16,Department of Energy,2021-09-30,Fixed-Price Contract,USA,TX,10.771242447896832,3,1,2,8
TRX01966,Green and Sons,2321491.55,Department of Defense,2023-11-29,Fixed-Price Contract,USA,TX,14.657720877304937,1,1,2,8
TRX01967,Pierce Ltd,1494666.8,Department of Defense,2021-07-26,Time-and-Materials Contract,USA,NY,14.217414532757351,1,3,2,5
TRX01968,Hernandez-Goodwin,182128.14,Department of Health and Human Services,2022-09-13,Indefinite Delivery Contract,MEX,PA,12.112471274879503,4,2,1,7
TRX01969,"Ross, White and Brooks",1648116.48,Department of Transportation,2022-10-14,Fixed-Price Contract,CAN,MI,14.315144273318566,5,1,0,3
TRX01970,Wilson-Murphy,1422891.41,Department of Transportation,2022-11-06,Fixed-Price Contract,CAN,FL,14.168202266342874,5,1,0,1
TRX01971,Kerr PLC,2013312.35,Department of Education,2021-04-04,Cost-Reimbursement Contract,MEX,GA,14.51529235569694,2,0,1,2
TRX01972,Collins-Cisneros,1968318.25,Department of Energy,2021-05-04,Indefinite Delivery Contract,USA,NC,14.492690563966464,3,2,2,4
TRX01973,George Group,3835412.95,Department of Agriculture,2023-09-01,Indefinite Delivery Contract,USA,VA,15.159787926984464,0,2,2,9
TRX01974,"Harris, Andersen and Cole",4872096.87,Department of Energy,2024-03-28,Fixed-Price Contract,CAN,CA,15.399035176429546,3,1,0,0
TRX01975,Hall and Sons,1549538.52,Department of Agriculture,2022-09-22,Time-and-Materials Contract,MEX,NY,14.253468360886306,0,3,1,5
TRX01976,"Chavez, Kelly and Ortega",3136558.01,Department of Education,2022-03-06,Time-and-Materials Contract,USA,VA,14.958636900306566,2,3,2,9
TRX01977,"Young, Mitchell and Mccullough",1826194.81,Department of Transportation,2023-04-11,Cost-Reimbursement Contract,USA,TX,14.417745568779969,5,0,2,8
TRX01978,"Green, Mills and Howell",4703228.59,Department of Agriculture,2023-08-31,Fixed-Price Contract,MEX,CA,15.363759977511524,0,1,1,0
TRX01979,Martinez-Jackson,1801270.02,Department of Agriculture,2023-06-02,Cost-Reimbursement Contract,USA,NY,14.404003095901617,0,0,2,5
TRX01980,Adams-Jones,4613717.62,Department of Agriculture,2022-11-19,Fixed-Price Contract,USA,CA,15.344544731894384,0,1,2,0
TRX01981,Wilkerson and Sons,4217693.05,Department of Health and Human Services,2022-06-13,Indefinite Delivery Contract,CAN,NY,15.25479910301363,4,2,0,5
TRX01982,Owens Group,3159650.91,Department of Energy,2021-03-12,Cost-Reimbursement Contract,MEX,CA,14.96597242443229,3,0,1,0
TRX01983,Gilmore Ltd,1845785.3,Department of Agriculture,2024-02-22,Indefinite Delivery Contract,CAN,NC,14.428415923530135,0,2,0,4
TRX01984,"Gutierrez, Carlson and David",3560210.68,NASA,2023-03-24,Indefinite Delivery Contract,MEX,TX,15.085330561734654,6,2,1,8
TRX01985,"Dickson, Stevens and Marks",3208186.95,Department of Transportation,2023-11-27,Fixed-Price Contract,USA,TX,14.981216834157575,5,1,2,8
TRX01986,"Parker, Fletcher and Ochoa",961090.69,Department of Health and Human Services,2021-01-12,Cost-Reimbursement Contract,CAN,PA,13.775825094431264,4,0,0,7
TRX01987,"Martin, Acevedo and Kent",158276.81,Department of Health and Human Services,2021-09-10,Cost-Reimbursement Contract,MEX,MI,11.972107059164063,4,0,1,3
TRX01988,Hansen and Sons,4881557.34,Department of Defense,2022-01-12,Indefinite Delivery Contract,USA,NY,15.400975058820942,1,2,2,5
TRX01989,"Roberts, Glover and Hall",3050637.09,Department of Health and Human Services,2021-04-23,Fixed-Price Contract,MEX,CA,14.930861336538333,4,1,1,0
